Time stamp;Vehicle;Speed
2024-09-06 14:28;CAR;106
2024-09-06 14:32;MOTORCYCLE;48
2024-09-06 14:40;BUS;47
2024-09-06 14:49;TRUCK;44
2024-09-06 14:59;BUS;97
2024-09-06 14:59;TRUCK;102
2024-09-06 15:01;BUS;49
2024-09-06 15:03;TRUCK;95
2024-09-06 15:08;CAR;125
2024-09-06 15:17;BUS;39
2024-09-06 15:20;MOTORCYCLE;31
2024-09-06 15:26;BUS;113
2024-09-06 15:34;TRUCK;115
2024-09-06 15:35;TRUCK;80
2024-09-06 15:38;MOTORCYCLE;57
2024-09-06 15:44;CAR;123
2024-09-06 15:45;CAR;83
2024-09-06 15:50;TRUCK;97
2024-09-06 15:56;CAR;111
2024-09-06 15:57;CAR;116
2024-09-06 16:07;BUS;108
2024-09-06 16:15;MOTORCYCLE;78
2024-09-06 16:15;TRUCK;98
2024-09-06 16:22;BUS;104
2024-09-06 16:27;MOTORCYCLE;103
2024-09-06 16:34;MOTORCYCLE;100
2024-09-06 16:38;CAR;38
2024-09-06 16:41;BUS;37
2024-09-06 16:47;CAR;89
2024-09-06 16:52;MOTORCYCLE;54
2024-09-06 16:59;MOTORCYCLE;121
2024-09-06 17:02;BUS;94
2024-09-06 17:06;MOTORCYCLE;124
2024-09-06 17:14;TRUCK;51
2024-09-06 17:23;BUS;52
2024-09-06 17:32;BUS;35
2024-09-06 17:39;BUS;54
2024-09-06 17:44;CAR;126
2024-09-06 17:47;CAR;61
2024-09-06 17:48;BUS;73
2024-09-06 17:56;MOTORCYCLE;70
2024-09-06 18:04;CAR;102
2024-09-06 18:11;TRUCK;37
2024-09-06 18:13;TRUCK;124
2024-09-06 18:15;TRUCK;72
2024-09-06 18:22;CAR;105
2024-09-06 18:25;MOTORCYCLE;83
2024-09-06 18:30;CAR;68
2024-09-06 18:30;MOTORCYCLE;35
2024-09-06 18:36;BUS;49
2024-09-06 18:39;BUS;90
2024-09-06 18:47;MOTORCYCLE;101
2024-09-06 18:51;BUS;83
2024-09-06 18:58;BUS;120
2024-09-06 19:00;BUS;126
2024-09-06 19:02;TRUCK;93
2024-09-06 19:11;CAR;107
2024-09-06 19:20;CAR;104
2024-09-06 19:26;TRUCK;107
2024-09-06 19:35;TRUCK;91
2024-09-06 19:43;MOTORCYCLE;101
2024-09-06 19:44;CAR;41
2024-09-06 19:47;CAR;92
2024-09-06 19:54;CAR;38
2024-09-06 19:59;TRUCK;106
2024-09-06 20:01;TRUCK;71
2024-09-06 20:07;BUS;97
2024-09-06 20:08;CAR;45
2024-09-06 20:09;CAR;96
